id,teamid,playername,currentteam,position,status,jerseynumber,goals,GPG,assists,APG,pim,shots,SPG,games,hits,powerplaygoals,powerplaypoints,faceoffpct,plusminus,blocked,BPG,points,PPG,FPPG,timeonicepergame,powerPlayTimeOnIcePerGame,hot,cold,lastupdated
8478402,22,Connor McDavid,Edmonton Oilers,Center,Y,97,42,0.74,60,1.05,22,244,4.28,57,61,16,50,50.8,2,31,0.54,102,1.79,18.66,22.46,4.04,0,0,"02/20/2023, 01:26:49"
8478585,22,Derek Ryan,Edmonton Oilers,Center,Y,10,10,0.18,5,0.09,28,65,1.18,55,32,0,0,50.96,5,33,0.6,15,0.27,4.53,11.0,0.09,0,0,"02/20/2023, 01:26:50"
8479344,22,Jesse Puljujarvi,Edmonton Oilers,Right Wing,Y,13,5,0.09,8,0.15,26,81,1.5,54,110,0,0,0.0,-10,20,0.37,13,0.24,4.25,12.24,0.43,0,0,"02/20/2023, 01:26:50"
8479977,22,Kailer Yamamoto,Edmonton Oilers,Right Wing,Y,56,4,0.12,8,0.24,12,44,1.33,33,44,0,0,57.14,6,14,0.42,12,0.36,4.76,16.37,0.43,0,0,"02/20/2023, 01:26:50"
8480011,22,Klim Kostin,Edmonton Oilers,Center,Y,21,9,0.24,5,0.13,49,42,1.11,38,101,0,0,42.86,9,11,0.29,14,0.37,4.73,10.39,0.05,0,0,"02/20/2023, 01:26:50"
8480802,22,Ryan McLeod,Edmonton Oilers,Center,Y,71,10,0.23,8,0.18,10,57,1.3,44,31,0,0,49.17,2,19,0.43,18,0.41,5.36,14.29,0.53,0,0,"02/20/2023, 01:26:50"
8480803,22,Evan Bouchard,Edmonton Oilers,Defenseman,Y,2,3,0.05,18,0.32,18,112,1.96,57,74,0,5,0.0,-4,50,0.88,21,0.37,6.11,17.47,1.47,0,0,"02/20/2023, 01:26:51"
8481598,22,Philip Broberg,Edmonton Oilers,Defenseman,Y,86,0,0.0,7,0.23,2,22,0.71,31,19,0,0,0.0,11,28,0.9,7,0.23,3.38,13.5,0.06,0,0,"02/20/2023, 01:26:51"
8476871,23,Tanner Pearson,Vancouver Canucks,Left Wing,I,70,1,0.07,4,0.29,21,17,1.21,14,20,0,1,38.89,-9,3,0.21,5,0.36,4.13,13.29,1.29,0,0,"02/20/2023, 01:26:51"
8477359,23,Tucker Poolman,Vancouver Canucks,Defenseman,I,5,0,0.0,1,0.33,0,3,1.0,3,2,0,0,0.0,1,2,0.67,1,0.33,4.02,13.57,0.04,0,0,"02/20/2023, 01:26:51"
8478408,23,Travis Dermott,Vancouver Canucks,Defenseman,I,24,1,0.09,0,0.0,2,7,0.64,11,10,0,0,0.0,-4,10,0.91,1,0.09,2.91,13.45,0.05,0,0,"02/20/2023, 01:26:51"
8479367,23,William Lockwood,Vancouver Canucks,Right Wing,I,7,0,0.0,1,0.08,0,12,0.92,13,37,0,0,0.0,-7,13,1.0,1,0.08,3.08,10.16,0.04,0,0,"02/20/2023, 01:26:52"
8481624,23,Ilya Mikheyev,Vancouver Canucks,Right Wing,I,65,13,0.28,15,0.33,2,91,1.98,46,13,1,3,20.0,3,14,0.3,28,0.61,7.39,16.54,1.29,0,0,"02/20/2023, 01:26:52"
8480056,23,Jack Rathbone,Vancouver Canucks,Defenseman,Y,3,0,0.0,1,0.17,0,7,1.17,6,1,0,0,0.0,-3,3,0.5,1,0.17,3.25,15.25,1.18,0,0,"02/20/2023, 01:26:52"
8474568,23,Luke Schenn,Vancouver Canucks,Defenseman,Y,2,3,0.05,18,0.33,71,68,1.24,55,258,0,0,0.0,9,81,1.47,21,0.38,5.85,17.11,0.04,0,0,"02/20/2023, 01:26:52"
8474574,23,Tyler Myers,Vancouver Canucks,Defenseman,Y,57,1,0.02,9,0.17,55,74,1.4,53,61,0,0,0.0,-10,78,1.47,10,0.19,5.03,20.53,0.05,0,0,"02/20/2023, 01:26:53"
8475171,23,Oliver Ekman-Larsson,Vancouver Canucks,Defenseman,Y,23,2,0.04,20,0.37,22,90,1.67,54,58,0,4,0.0,-24,43,0.8,22,0.41,5.74,20.1,1.33,0,0,"02/20/2023, 01:26:53"
8476468,23,J.T. Miller,Vancouver Canucks,Center,Y,9,19,0.34,32,0.57,42,152,2.71,56,113,9,24,53.23,-16,37,0.66,51,0.91,10.66,20.27,3.56,0,0,"02/20/2023, 01:26:53"
8476858,23,Phillip Di Giuseppe,Vancouver Canucks,Left Wing,Y,34,2,0.25,1,0.12,2,21,2.62,8,12,0,0,0.0,-4,4,0.5,3,0.38,7.31,12.47,0.0,0,0,"02/20/2023, 01:26:53"
8477335,23,Kyle Burroughs,Vancouver Canucks,Defenseman,Y,44,2,0.09,0,0.0,30,22,1.0,22,67,0,0,0.0,-12,41,1.86,2,0.09,4.68,16.44,0.01,0,0,"02/20/2023, 01:26:53"
8477508,23,Curtis Lazar,Vancouver Canucks,Center,Y,20,3,0.07,2,0.04,14,54,1.2,45,124,0,0,51.94,-5,49,1.09,5,0.11,4.01,12.09,0.03,0,0,"02/20/2023, 01:26:53"
8478057,23,Dakota Joshua,Vancouver Canucks,Center,Y,81,8,0.15,6,0.11,52,47,0.89,53,131,1,1,50.0,-14,15,0.28,14,0.26,3.52,10.43,0.09,0,0,"02/20/2023, 01:26:54"
8478444,23,Brock Boeser,Vancouver Canucks,Right Wing,Y,6,10,0.21,26,0.54,16,106,2.21,48,32,3,8,26.67,-19,21,0.44,36,0.75,8.37,16.46,2.36,0,0,"02/20/2023, 01:26:54"
8478451,23,Ethan Bear,Vancouver Canucks,Defenseman,Y,74,3,0.07,9,0.21,12,58,1.35,43,32,0,0,0.0,3,57,1.33,12,0.28,5.4,18.23,0.05,0,0,"02/20/2023, 01:26:54"
8478463,23,Anthony Beauvillier,Vancouver Canucks,Left Wing,Y,72,13,0.23,13,0.23,10,131,2.34,56,47,3,3,0.0,-7,21,0.38,26,0.46,7.11,16.12,1.38,1,0,"02/20/2023, 01:26:54"
8478856,23,Conor Garland,Vancouver Canucks,Right Wing,Y,8,11,0.2,18,0.33,27,113,2.05,55,33,1,6,33.33,-6,13,0.24,29,0.53,6.74,15.15,1.29,0,0,"02/20/2023, 01:26:54"
8479388,23,Riley Stillman,Vancouver Canucks,Defenseman,Y,61,0,0.0,5,0.16,23,29,0.94,31,49,0,0,0.0,-12,33,1.06,5,0.16,3.59,16.14,0.01,0,0,"02/20/2023, 01:26:55"
8480012,23,Elias Pettersson,Vancouver Canucks,Center,Y,40,27,0.5,44,0.81,6,178,3.3,54,48,2,17,44.8,5,63,1.17,71,1.31,14.77,20.0,3.45,1,0,"02/20/2023, 01:26:55"
8480021,23,Jack Studnicka,Vancouver Canucks,Center,Y,18,4,0.12,2,0.06,10,48,1.5,32,30,0,0,44.71,-7,11,0.34,6,0.19,4.01,10.36,0.11,0,0,"02/20/2023, 01:26:55"
8480326,23,Sheldon Dries,Vancouver Canucks,Center,Y,15,7,0.19,5,0.14,15,54,1.46,37,45,2,3,50.18,-8,19,0.51,12,0.32,5.17,11.29,1.28,0,0,"02/20/2023, 01:26:55"
8480800,23,Quinn Hughes,Vancouver Canucks,Defenseman,Y,43,5,0.1,47,0.9,20,94,1.81,52,13,2,27,0.0,9,51,0.98,52,1.0,9.34,24.46,3.58,0,0,"02/20/2023, 01:26:55"
8481617,23,Vasily Podkolzin,Vancouver Canucks,Right Wing,Y,92,1,0.04,3,0.13,9,28,1.22,23,34,0,0,37.5,-3,9,0.39,4,0.17,3.33,12.54,0.23,0,0,"02/20/2023, 01:26:56"
8482496,23,Nils Aman,Vancouver Canucks,Center,Y,88,2,0.05,5,0.12,6,32,0.76,42,29,0,0,39.76,-8,24,0.57,7,0.17,2.91,12.06,0.05,0,0,"02/20/2023, 01:26:56"
8483808,23,Andrei Kuzmenko,Vancouver Canucks,Left Wing,Y,96,24,0.44,24,0.44,6,97,1.76,55,10,9,11,0.0,4,14,0.25,48,0.87,8.9,15.51,2.47,0,0,"02/20/2023, 01:26:56"
8477993,24,Justin Kirkland,Anaheim Ducks,Center,I,54,0,0.0,0,0.0,0,5,0.71,7,8,0,0,66.67,-3,3,0.43,0,0.0,1.62,7.12,0.0,0,0,"02/20/2023, 01:26:56"
8478873,24,Troy Terry,Anaheim Ducks,Right Wing,Y,19,13,0.25,29,0.57,16,146,2.86,51,12,4,11,100.0,-13,17,0.33,42,0.82,9.69,19.25,2.52,0,0,"02/20/2023, 01:26:56"
8480001,24,Urho Vaakanainen,Anaheim Ducks,Defenseman,I,5,0,0.0,2,0.09,0,27,1.17,23,18,0,0,0.0,-16,28,1.22,2,0.09,3.79,16.27,0.02,0,0,"02/20/2023, 01:26:57"
8482142,24,Jamie Drysdale,Anaheim Ducks,Defenseman,Y,6,0,0.0,0,0.0,2,8,1.0,8,7,0,0,0.0,-3,6,0.75,0,0.0,2.48,17.37,0.34,0,0,"02/20/2023, 01:26:57"
8474031,24,Kevin Shattenkirk,Anaheim Ducks,Defenseman,Y,22,2,0.04,13,0.27,46,104,2.12,49,56,0,3,0.0,-10,70,1.43,15,0.31,6.73,18.18,1.45,0,0,"02/20/2023, 01:26:57"
8474641,24,Adam Henrique,Anaheim Ducks,Center,Y,14,19,0.35,14,0.25,22,113,2.05,55,28,3,9,51.3,-6,42,0.76,33,0.6,8.29,18.22,2.32,0,0,"02/20/2023, 01:26:57"
8474683,24,Derek Grant,Anaheim Ducks,Center,Y,38,2,0.1,4,0.2,12,29,1.45,20,22,0,0,53.07,-4,12,0.6,6,0.3,4.81,14.19,0.1,0,0,"02/20/2023, 01:26:57"
8475164,24,Jakob Silfverberg,Anaheim Ducks,Right Wing,Y,33,6,0.11,9,0.16,16,95,1.73,55,9,2,3,38.1,-17,42,0.76,15,0.27,5.32,15.15,1.38,0,0,"02/20/2023, 01:26:57"
8475179,24,Dmitry Kulikov,Anaheim Ducks,Defenseman,Y,29,2,0.04,10,0.18,28,74,1.32,56,83,0,0,0.0,-17,94,1.68,12,0.21,5.4,20.14,0.02,0,0,"02/20/2023, 01:26:58"
8475764,24,Cam Fowler,Anaheim Ducks,Defenseman,Y,4,9,0.16,21,0.38,6,95,1.7,56,12,4,12,0.0,-18,57,1.02,30,0.54,7.14,23.57,2.33,0,0,"02/20/2023, 01:26:58"
8475842,24,Sam Carrick,Anaheim Ducks,Center,Y,39,3,0.08,2,0.05,46,41,1.05,39,78,0,0,49.32,-18,22,0.56,5,0.13,3.23,10.19,0.13,0,0,"02/20/2023, 01:26:58"
8475906,24,John Klingberg,Anaheim Ducks,Defenseman,Y,3,7,0.15,13,0.28,26,71,1.51,47,49,1,4,0.0,-29,62,1.32,20,0.43,6.66,20.54,2.1,0,0,"02/20/2023, 01:26:58"
8476458,24,Ryan Strome,Anaheim Ducks,Center,Y,16,10,0.18,16,0.29,56,91,1.62,56,25,1,3,42.21,-25,18,0.32,26,0.46,5.83,17.06,2.01,0,0,"02/20/2023, 01:26:58"
8476470,24,Nathan Beaulieu,Anaheim Ducks,Defenseman,Y,28,0,0.0,4,0.15,30,17,0.63,27,34,0,0,0.0,-18,45,1.67,4,0.15,3.87,13.55,0.0,0,0,"02/20/2023, 01:26:59"
8477126,24,Jayson Megna,Anaheim Ducks,Center,Y,7,1,0.02,5,0.12,6,25,0.58,43,42,0,0,53.52,-14,13,0.3,6,0.14,2.03,9.24,0.0,0,0,"02/20/2023, 01:26:59"
8478366,24,Frank Vatrano,Anaheim Ducks,Right Wing,Y,77,14,0.25,14,0.25,46,163,2.91,56,71,2,4,35.71,-23,51,0.91,28,0.5,8.92,17.02,1.33,0,0,"02/20/2023, 01:26:59"
8478841,24,Colton White,Anaheim Ducks,Defenseman,Y,45,0,0.0,3,0.12,6,20,0.83,24,19,0,0,0.0,-7,18,0.75,3,0.12,2.82,13.17,0.05,0,0,"02/20/2023, 01:26:59"
8479368,24,Max Jones,Anaheim Ducks,Left Wing,Y,49,4,0.09,3,0.07,39,63,1.47,43,74,0,0,41.67,-15,10,0.23,7,0.16,3.62,12.1,0.09,0,0,"02/20/2023, 01:27:00"
8480031,24,Max Comtois,Anaheim Ducks,Left Wing,Y,44,5,0.12,4,0.1,70,62,1.48,42,61,0,0,37.5,-13,18,0.43,9,0.21,4.3,13.52,0.47,0,0,"02/20/2023, 01:27:00"
8480806,24,Isac Lundestrom,Anaheim Ducks,Center,Y,21,2,0.06,9,0.26,2,40,1.14,35,11,0,0,46.73,-4,21,0.6,11,0.31,4.3,14.23,0.18,0,0,"02/20/2023, 01:27:00"
8481122,24,Simon Benoit,Anaheim Ducks,Defenseman,Y,13,3,0.06,3,0.06,43,58,1.12,52,149,0,0,0.0,-20,90,1.73,6,0.12,4.74,18.57,0.01,0,0,"02/20/2023, 01:27:00"
8481517,24,Brett Leason,Anaheim Ducks,Right Wing,Y,20,4,0.09,3,0.07,6,38,0.84,45,30,0,0,25.0,-19,15,0.33,7,0.16,2.8,11.04,0.04,0,0,"02/20/2023, 01:27:01"
8481533,24,Trevor Zegras,Anaheim Ducks,Center,Y,11,19,0.34,28,0.5,64,133,2.38,56,34,4,14,42.31,-24,23,0.41,47,0.84,9.49,19.27,2.58,0,0,"02/20/2023, 01:27:01"
8482745,24,Mason McTavish,Anaheim Ducks,Center,Y,37,12,0.22,19,0.35,36,115,2.09,55,45,5,12,41.79,-15,30,0.55,31,0.56,7.47,15.19,2.33,0,0,"02/20/2023, 01:27:01"
8470600,25,Ryan Suter,Dallas Stars,Defenseman,Y,20,1,0.02,12,0.21,22,67,1.18,57,63,0,4,0.0,-9,82,1.44,13,0.23,4.86,20.4,1.39,0,0,"02/20/2023, 01:27:01"
8470794,25,Joe Pavelski,Dallas Stars,Center,Y,16,14,0.25,36,0.63,8,128,2.25,57,63,7,16,52.88,29,51,0.89,50,0.88,9.81,17.44,2.57,0,0,"02/20/2023, 01:27:01"
8473994,25,Jamie Benn,Dallas Stars,Left Wing,Y,14,22,0.39,25,0.44,20,131,2.3,57,68,10,18,59.51,16,28,0.49,47,0.82,9.6,15.33,2.48,0,0,"02/20/2023, 01:27:01"
8475794,25,Tyler Seguin,Dallas Stars,Center,Y,91,14,0.25,21,0.37,22,136,2.39,57,62,4,6,55.29,3,19,0.33,35,0.61,7.99,16.5,2.05,0,0,"02/20/2023, 01:27:02"
8475825,25,Jani Hakanpää,Dallas Stars,Defenseman,Y,2,5,0.09,5,0.09,44,56,0.98,57,155,0,0,0.0,18,93,1.63,10,0.18,4.8,19.22,0.03,0,0,"02/20/2023, 01:27:02"
8476525,25,Colin Miller,Dallas Stars,Defenseman,Y,6,3,0.05,10,0.18,31,66,1.2,55,79,0,0,0.0,20,55,1.0,13,0.24,4.42,16.44,0.11,0,0,"02/20/2023, 01:27:02"
8476822,25,Luke Glendening,Dallas Stars,Center,Y,11,2,0.04,2,0.04,44,49,0.88,56,87,0,0,58.85,-9,54,0.96,4,0.07,3.11,12.13,0.03,0,0,"02/20/2023, 01:27:02"
8476889,25,Radek Faksa,Dallas Stars,Center,Y,12,7,0.12,5,0.09,31,57,1.0,57,63,0,0,56.88,5,55,0.96,12,0.21,4.22,13.32,0.12,0,0,"02/20/2023, 01:27:02"
8476902,25,Esa Lindell,Dallas Stars,Defenseman,Y,23,6,0.11,10,0.18,10,83,1.46,57,64,0,0,0.0,27,111,1.95,16,0.28,6.56,19.53,0.02,0,0,"02/20/2023, 01:27:03"
8477810,25,Joel Hanley,Dallas Stars,Defenseman,Y,44,0,0.0,0,0.0,15,9,0.69,13,13,0,0,0.0,5,17,1.31,0,0.0,2.74,11.5,0.01,0,0,"02/20/2023, 01:27:03"
8478449,25,Roope Hintz,Dallas Stars,Center,Y,24,23,0.47,27,0.55,14,120,2.45,49,34,5,16,52.49,21,35,0.71,50,1.02,11.34,17.18,2.51,0,0,"02/20/2023, 01:27:03"
8478495,25,Denis Gurianov,Dallas Stars,Right Wing,Y,34,2,0.05,6,0.15,4,67,1.63,41,21,0,1,0.0,-2,17,0.41,8,0.2,4.15,12.1,1.03,0,0,"02/20/2023, 01:27:03"
8478975,25,Mason Marchment,Dallas Stars,Left Wing,Y,27,9,0.16,15,0.26,74,128,2.25,57,75,2,5,40.0,-5,27,0.47,24,0.42,6.65,15.42,1.41,0,0,"02/20/2023, 01:27:03"
8480027,25,Jason Robertson,Dallas Stars,Left Wing,Y,21,34,0.6,37,0.65,14,221,3.88,57,38,7,24,0.0,26,11,0.19,71,1.25,14.42,18.54,3.11,0,0,"02/20/2023, 01:27:04"
8480036,25,Miro Heiskanen,Dallas Stars,Defenseman,Y,4,7,0.13,34,0.63,22,150,2.78,54,32,1,18,0.0,8,70,1.3,41,0.76,10.12,25.27,3.04,0,0,"02/20/2023, 01:27:04"
8480848,25,Ty Dellandrea,Dallas Stars,Center,Y,10,8,0.14,13,0.23,35,64,1.12,57,85,0,0,49.12,13,31,0.54,21,0.37,4.72,14.11,0.02,0,0,"02/20/2023, 01:27:04"
8480878,25,Nils Lundkvist,Dallas Stars,Defenseman,Y,5,5,0.1,10,0.2,26,85,1.7,50,44,1,3,0.0,-6,55,1.1,15,0.3,5.83,17.02,1.25,0,0,"02/20/2023, 01:27:04"
8481641,25,Joel Kiviranta,Dallas Stars,Left Wing,Y,25,6,0.12,0,0.0,30,70,1.35,52,84,0,0,25.0,-9,15,0.29,6,0.12,3.42,12.13,0.02,0,0,"02/20/2023, 01:27:04"
8482740,25,Wyatt Johnston,Dallas Stars,Center,Y,53,13,0.23,11,0.19,16,106,1.86,57,11,2,5,41.8,4,22,0.39,24,0.42,6.2,14.59,1.35,0,0,"02/20/2023, 01:27:05"
8479336,26,Carl Grundstrom,Los Angeles Kings,Right Wing,Y,91,6,0.16,4,0.11,14,53,1.43,37,93,1,1,40.0,-7,9,0.24,10,0.27,4.37,11.04,0.07,0,0,"02/20/2023, 01:27:05"
8481239,26,Samuel Fagemo,Los Angeles Kings,Left Wing,Y,68,2,0.22,1,0.11,0,5,0.56,9,5,0,0,0.0,-4,6,0.67,3,0.33,4.13,7.51,0.0,0,0,"02/20/2023, 01:27:05"
8481532,26,Alex Turcotte,Los Angeles Kings,Center,Y,39,0,0.0,0,0.0,5,2,0.5,4,1,0,0,42.86,-2,0,0.0,0,0.0,0.75,6.58,0.0,0,0,"02/20/2023, 01:27:05"
8481600,26,Tobias Bjornfot,Los Angeles Kings,Defenseman,Y,7,0,0.0,1,0.14,6,10,1.43,7,9,0,0,0.0,2,5,0.71,1,0.14,3.77,14.28,0.01,0,0,"02/20/2023, 01:27:05"
8471303,26,Alexander Edler,Los Angeles Kings,Defenseman,Y,2,1,0.02,6,0.12,28,46,0.96,48,89,0,0,0.0,-3,81,1.69,7,0.15,4.41,15.12,0.02,0,0,"02/20/2023, 01:27:05"
8471685,26,Anze Kopitar,Los Angeles Kings,Center,Y,11,18,0.32,32,0.56,4,117,2.05,57,57,5,14,56.65,6,63,1.11,50,0.88,10.04,20.16,3.09,1,0,"02/20/2023, 01:27:06"
8474563,26,Drew Doughty,Los Angeles Kings,Defenseman,Y,8,3,0.05,34,0.61,32,104,1.86,56,81,2,20,0.0,3,80,1.43,37,0.66,8.12,26.12,3.12,0,0,"02/20/2023, 01:27:06"
8476479,26,Phillip Danault,Los Angeles Kings,Center,Y,24,14,0.25,26,0.46,49,105,1.84,57,55,3,15,53.75,-7,57,1.0,40,0.7,8.49,18.16,2.08,0,0,"02/20/2023, 01:27:06"
8477942,26,Kevin Fiala,Los Angeles Kings,Left Wing,Y,22,21,0.37,40,0.7,42,178,3.12,57,41,7,21,57.14,0,16,0.28,61,1.07,11.69,17.36,3.04,1,0,"02/20/2023, 01:27:07"
8477960,26,Adrian Kempe,Los Angeles Kings,Right Wing,Y,9,28,0.49,15,0.26,28,170,2.98,57,79,9,14,31.37,8,23,0.4,43,0.75,10.45,18.48,3.02,1,0,"02/20/2023, 01:27:07"
8477962,26,Brendan Lemieux,Los Angeles Kings,Left Wing,Y,48,0,0.0,3,0.11,53,22,0.81,27,79,0,0,50.0,-6,8,0.3,3,0.11,2.16,8.29,0.06,0,0,"02/20/2023, 01:27:07"
8478042,26,Viktor Arvidsson,Los Angeles Kings,Right Wing,Y,33,16,0.31,23,0.44,14,131,2.52,52,15,6,15,42.22,-6,31,0.6,39,0.75,9.39,16.53,2.14,0,0,"02/20/2023, 01:27:07"
8478911,26,Matt Roy,Los Angeles Kings,Defenseman,Y,3,8,0.14,11,0.19,14,100,1.75,57,88,0,0,0.0,0,108,1.89,19,0.33,7.22,18.3,0.02,0,0,"02/20/2023, 01:27:07"
8479675,26,Trevor Moore,Los Angeles Kings,Left Wing,Y,12,7,0.17,13,0.32,8,120,2.93,41,43,1,6,26.92,-4,13,0.32,20,0.49,7.86,17.24,2.14,0,1,"02/20/2023, 01:27:07"
8479994,26,Jaret Anderson-Dolan,Los Angeles Kings,Center,Y,28,7,0.17,4,0.1,2,52,1.3,40,51,0,1,58.97,-5,26,0.65,11,0.28,4.74,10.53,0.24,0,0,"02/20/2023, 01:27:08"
8479998,26,Mikey Anderson,Los Angeles Kings,Defenseman,Y,44,2,0.04,11,0.19,36,62,1.09,57,122,0,0,0.0,8,93,1.63,13,0.23,5.04,21.51,0.06,0,0,"02/20/2023, 01:27:08"
8480014,26,Gabriel Vilardi,Los Angeles Kings,Right Wing,Y,13,17,0.36,14,0.3,10,91,1.94,47,33,4,8,44.57,5,26,0.55,31,0.66,8.19,15.46,3.04,0,0,"02/20/2023, 01:27:08"
8480113,26,Alex Iafallo,Los Angeles Kings,Left Wing,Y,19,8,0.24,14,0.41,12,81,2.38,34,18,3,4,62.5,5,21,0.62,22,0.65,8.47,16.26,1.19,0,0,"02/20/2023, 01:27:08"
8480336,26,Sean Walker,Los Angeles Kings,Defenseman,Y,26,3,0.06,7,0.14,30,70,1.4,50,58,0,0,0.0,-5,74,1.48,10,0.2,5.23,15.05,0.07,0,0,"02/20/2023, 01:27:08"
8480434,26,Sean Durzi,Los Angeles Kings,Defenseman,Y,50,6,0.11,23,0.43,31,88,1.63,54,52,1,14,0.0,-9,99,1.83,29,0.54,7.91,19.59,2.14,0,0,"02/20/2023, 01:27:08"
8480845,26,Rasmus Kupari,Los Angeles Kings,Center,Y,89,3,0.07,6,0.15,8,29,0.71,41,53,0,0,51.91,-3,22,0.54,9,0.22,3.11,10.02,0.01,0,0,"02/20/2023, 01:27:09"
8481481,26,Blake Lizotte,Los Angeles Kings,Center,Y,46,9,0.16,19,0.33,39,72,1.26,57,68,0,0,49.56,2,27,0.47,28,0.49,5.51,12.42,0.04,1,0,"02/20/2023, 01:27:09"
8481560,26,Arthur Kaliyev,Los Angeles Kings,Right Wing,Y,34,10,0.27,10,0.27,8,83,2.24,37,31,8,10,0.0,-2,10,0.27,20,0.54,7.36,12.16,2.2,0,0,"02/20/2023, 01:27:09"
8482124,26,Quinton Byfield,Los Angeles Kings,Center,Y,55,2,0.07,10,0.36,16,35,1.25,28,23,1,1,48.84,2,12,0.43,12,0.43,4.83,13.15,1.16,0,0,"02/20/2023, 01:27:09"
8479316,28,Luke Kunin,San Jose Sharks,Center,I,11,5,0.16,8,0.26,42,58,1.87,31,63,2,4,41.67,-9,27,0.87,13,0.42,6.6,15.25,1.24,0,0,"02/20/2023, 01:27:09"
8479981,28,Jonah Gadjovich,San Jose Sharks,Left Wing,I,42,3,0.09,4,0.11,57,32,0.91,35,92,0,0,25.0,-3,5,0.14,7,0.2,2.86,8.59,0.02,0,0,"02/20/2023, 01:27:10"
8480160,28,Radim Simek,San Jose Sharks,Defenseman,I,51,1,0.03,1,0.03,25,31,1.0,31,62,0,0,0.0,-9,52,1.68,2,0.06,4.09,14.43,0.04,0,0,"02/20/2023, 01:27:10"
8471709,28,Marc-Edouard Vlasic,San Jose Sharks,Defenseman,Y,44,1,0.02,14,0.25,6,48,0.86,56,27,0,0,0.0,-12,83,1.48,15,0.27,4.63,17.49,0.04,0,0,"02/20/2023, 01:27:10"
8474009,28,Nick Bonino,San Jose Sharks,Center,Y,13,9,0.17,9,0.17,28,77,1.43,54,14,0,1,48.87,-8,69,1.28,18,0.33,6.1,16.04,1.31,0,0,"02/20/2023, 01:27:10"
8474053,28,Logan Couture,San Jose Sharks,Center,Y,39,19,0.33,27,0.47,13,134,2.35,57,95,3,14,45.83,-20,53,0.93,46,0.81,9.89,18.42,2.53,0,0,"02/20/2023, 01:27:10"
8474578,28,Erik Karlsson,San Jose Sharks,Defenseman,Y,65,18,0.32,56,0.98,12,144,2.53,57,26,4,19,0.0,-3,63,1.11,74,1.3,12.86,25.28,3.16,0,0,"02/20/2023, 01:27:11"
8476449,28,Scott Harrington,San Jose Sharks,Defenseman,Y,4,1,0.04,6,0.24,8,21,0.84,25,36,0,0,0.0,-5,40,1.6,7,0.28,4.88,14.58,0.05,0,0,"02/20/2023, 01:27:11"
8476881,28,Tomas Hertl,San Jose Sharks,Center,Y,48,15,0.27,32,0.58,26,124,2.25,55,60,4,14,52.94,-14,43,0.78,47,0.85,9.58,19.19,2.52,0,0,"02/20/2023, 01:27:11"
8476988,28,Matt Benning,San Jose Sharks,Defenseman,Y,5,1,0.02,20,0.36,20,41,0.75,55,80,0,1,0.0,-10,88,1.6,21,0.38,5.17,19.25,0.51,0,0,"02/20/2023, 01:27:11"
8478067,28,Oskar Lindblom,San Jose Sharks,Left Wing,Y,23,5,0.09,7,0.13,8,54,0.98,55,46,0,1,47.06,-11,16,0.29,12,0.22,3.26,10.41,0.33,0,0,"02/20/2023, 01:27:11"
8478099,28,Kevin Labanc,San Jose Sharks,Right Wing,Y,62,10,0.21,15,0.31,22,91,1.9,48,43,2,3,75.0,-7,20,0.42,25,0.52,6.73,15.11,1.29,0,0,"02/20/2023, 01:27:12"
8478414,28,Timo Meier,San Jose Sharks,Right Wing,Y,28,31,0.54,21,0.37,25,255,4.47,57,112,13,18,40.38,-19,26,0.46,52,0.91,13.74,19.58,2.58,0,0,"02/20/2023, 01:27:12"
8478431,28,Evgeny Svechnikov,San Jose Sharks,Left Wing,Y,10,6,0.15,5,0.12,18,47,1.15,41,63,0,0,62.5,1,14,0.34,11,0.27,4.04,10.32,0.18,0,0,"02/20/2023, 01:27:12"
8478904,28,Steven Lorentz,San Jose Sharks,Center,Y,16,5,0.09,6,0.11,14,70,1.27,55,87,0,0,46.13,-11,26,0.47,11,0.2,3.83,11.24,0.09,0,0,"02/20/2023, 01:27:12"
8479393,28,Noah Gregor,San Jose Sharks,Center,Y,73,3,0.09,2,0.06,19,64,2.0,32,53,0,0,28.57,-1,25,0.78,5,0.16,5.08,12.4,0.02,0,0,"02/20/2023, 01:27:12"
8479439,28,Jacob MacDonald,San Jose Sharks,Defenseman,Y,9,0,0.0,3,0.07,15,42,1.02,41,45,0,0,0.0,-6,30,0.73,3,0.07,2.83,10.31,0.23,1,0,"02/20/2023, 01:27:12"
8479591,28,Michael Eyssimont,San Jose Sharks,Center,Y,21,3,0.09,8,0.23,35,75,2.14,35,68,0,0,37.5,8,14,0.4,11,0.31,5.64,12.05,0.48,0,0,"02/20/2023, 01:27:13"
8479983,28,Mario Ferraro,San Jose Sharks,Defenseman,Y,38,3,0.06,5,0.11,14,43,0.91,47,72,0,1,0.0,-23,94,2.0,8,0.17,5.03,21.46,0.51,0,0,"02/20/2023, 01:27:13"
8481477,28,Nico Sturm,San Jose Sharks,Center,Y,7,11,0.22,6,0.12,21,81,1.65,49,71,0,0,57.53,-5,33,0.67,17,0.35,5.82,14.4,1.0,0,0,"02/20/2023, 01:27:13"
8482222,28,Alexander Barabanov,San Jose Sharks,Left Wing,Y,94,11,0.21,26,0.5,12,95,1.83,52,29,2,11,0.0,-22,28,0.54,37,0.71,7.73,17.47,2.4,0,0,"02/20/2023, 01:27:13"
