id,teamid,playername,currentteam,position,status,jerseynumber,goals,GPG,assists,APG,pim,shots,SPG,games,hits,powerplaygoals,powerplaypoints,faceoffpct,plusminus,blocked,BPG,points,PPG,FPPG,timeonicepergame,powerPlayTimeOnIcePerGame,hot,cold,lastupdated
8482824,28,Nick Cicek,San Jose Sharks,Defenseman,Y,59,0,0.0,4,0.27,15,2,0.13,15,26,0,0,0.0,-7,19,1.27,4,0.27,3.2,14.28,0.02,0,0,"02/20/2023, 01:27:13"
8474161,29,Jakub Voracek,Columbus Blue Jackets,Right Wing,I,93,1,0.09,5,0.45,0,17,1.55,11,2,1,1,33.33,-7,7,0.64,6,0.55,6.17,15.57,3.09,0,0,"02/20/2023, 01:27:13"
8474679,29,Gustav Nyquist,Columbus Blue Jackets,Left Wing,Y,14,10,0.21,12,0.25,16,97,2.02,48,39,0,0,43.75,-11,28,0.58,22,0.46,6.82,17.48,1.42,0,0,"02/20/2023, 01:27:14"
8478460,29,Zach Werenski,Columbus Blue Jackets,Defenseman,Y,8,3,0.23,5,0.38,0,41,3.15,13,5,0,2,0.0,-6,24,1.85,8,0.62,10.98,23.35,3.04,0,0,"02/20/2023, 01:27:14"
8479402,29,Jake Bean,Columbus Blue Jackets,Defenseman,I,22,1,0.07,5,0.36,6,16,1.14,14,13,0,1,0.0,-2,21,1.5,6,0.43,6.06,15.42,1.08,0,0,"02/20/2023, 01:27:14"
8479941,29,Justin Danforth,Columbus Blue Jackets,Right Wing,I,17,2,0.33,1,0.17,4,10,1.67,6,7,0,0,30.77,-3,1,0.17,3,0.5,6.38,13.23,1.51,0,0,"02/20/2023, 01:27:14"
8480292,29,Carson Meyer,Columbus Blue Jackets,Right Wing,I,72,0,0.0,0,0.0,4,16,1.23,13,22,0,0,0.0,-2,6,0.46,0,0.0,2.44,9.34,0.13,0,0,"02/20/2023, 01:27:14"
8482475,29,Yegor Chinakhov,Columbus Blue Jackets,Right Wing,I,59,4,0.13,9,0.3,10,44,1.47,30,27,1,2,33.33,-6,17,0.57,13,0.43,5.55,13.15,1.11,0,0,"02/20/2023, 01:27:15"
8475790,29,Erik Gudbranson,Columbus Blue Jackets,Defenseman,Y,44,1,0.02,9,0.16,44,76,1.38,55,101,0,0,0.0,-17,110,2.0,10,0.18,5.64,21.04,0.03,0,0,"02/20/2023, 01:27:15"
8476346,29,Johnny Gaudreau,Columbus Blue Jackets,Left Wing,Y,13,15,0.27,37,0.67,20,144,2.62,55,4,2,16,0.0,-16,15,0.27,52,0.95,9.93,19.32,3.05,0,0,"02/20/2023, 01:27:15"
8476374,29,Sean Kuraly,Columbus Blue Jackets,Center,Y,7,10,0.19,6,0.11,54,79,1.46,54,139,0,0,49.13,-17,35,0.65,16,0.3,5.2,14.39,0.08,0,0,"02/20/2023, 01:27:15"
8476432,29,Boone Jenner,Columbus Blue Jackets,Center,Y,38,16,0.36,14,0.31,26,145,3.22,45,87,5,7,55.9,-9,52,1.16,30,0.67,10.95,20.12,2.48,0,0,"02/20/2023, 01:27:15"
8478458,29,Jack Roslovic,Columbus Blue Jackets,Center,Y,96,4,0.08,26,0.49,8,75,1.42,53,29,1,5,45.57,-6,35,0.66,30,0.57,6.12,16.25,2.11,0,0,"02/20/2023, 01:27:16"
8478882,29,Vladislav Gavrikov,Columbus Blue Jackets,Defenseman,Y,4,3,0.06,7,0.13,30,61,1.17,52,56,0,0,0.0,-8,89,1.71,10,0.19,5.14,22.2,0.27,0,0,"02/20/2023, 01:27:16"
8478967,29,Lane Pederson,Columbus Blue Jackets,Center,Y,18,1,0.08,2,0.17,15,15,1.25,12,22,0,0,33.33,2,8,0.67,3,0.25,4.28,12.31,0.47,0,0,"02/20/2023, 01:27:16"
8479339,29,Patrik Laine,Columbus Blue Jackets,Left Wing,Y,29,15,0.37,19,0.46,14,136,3.32,41,24,3,10,40.48,-11,20,0.49,34,0.83,11.06,19.16,3.2,0,0,"02/20/2023, 01:27:16"
8479369,29,Andrew Peeke,Columbus Blue Jackets,Defenseman,Y,2,5,0.09,3,0.06,22,58,1.07,54,117,0,0,0.0,-18,118,2.19,8,0.15,5.52,20.41,0.01,0,0,"02/20/2023, 01:27:16"
8479671,29,Mathieu Olivier,Columbus Blue Jackets,Right Wing,Y,24,4,0.08,8,0.16,72,59,1.16,51,132,0,0,16.67,-15,45,0.88,12,0.24,4.36,11.36,0.0,1,0,"02/20/2023, 01:27:17"
8479945,29,Gavin Bayreuther,Columbus Blue Jackets,Defenseman,Y,15,2,0.08,5,0.2,19,32,1.28,25,32,0,0,0.0,-3,35,1.4,7,0.28,5.42,14.59,0.02,0,0,"02/20/2023, 01:27:17"
8480205,29,Emil Bemstrom,Columbus Blue Jackets,Right Wing,Y,52,4,0.14,9,0.31,2,46,1.59,29,12,1,3,40.0,-5,9,0.31,13,0.45,5.53,11.58,1.24,0,0,"02/20/2023, 01:27:17"
8480762,29,Eric Robinson,Columbus Blue Jackets,Left Wing,Y,50,5,0.1,9,0.18,6,76,1.55,49,87,0,0,23.08,-11,18,0.37,14,0.29,4.56,13.55,0.0,0,0,"02/20/2023, 01:27:17"
8480853,29,Liam Foudy,Columbus Blue Jackets,Center,Y,19,1,0.03,3,0.08,6,28,0.78,36,43,0,0,16.67,-17,10,0.28,4,0.11,2.19,10.57,0.0,0,0,"02/20/2023, 01:27:17"
8480871,29,Adam Boqvist,Columbus Blue Jackets,Defenseman,Y,27,2,0.08,12,0.5,2,34,1.42,24,15,0,5,0.0,-2,23,0.96,14,0.58,6.56,16.58,2.41,0,0,"02/20/2023, 01:27:17"
8480893,29,Kirill Marchenko,Columbus Blue Jackets,Right Wing,Y,86,14,0.42,1,0.03,10,63,1.91,33,23,6,6,50.0,-4,21,0.64,15,0.45,7.42,14.12,2.0,0,0,"02/20/2023, 01:27:18"
8481072,29,Tim Berni,Columbus Blue Jackets,Defenseman,Y,75,1,0.03,0,0.0,18,36,1.09,33,81,0,0,0.0,-14,36,1.09,1,0.03,3.31,17.5,0.11,0,0,"02/20/2023, 01:27:18"
8482660,29,Kent Johnson,Columbus Blue Jackets,Center,Y,91,12,0.23,15,0.28,10,75,1.42,53,11,2,6,26.77,-6,22,0.42,27,0.51,6.03,13.45,1.37,0,0,"02/20/2023, 01:27:18"
8482705,29,Cole Sillinger,Columbus Blue Jackets,Center,Y,34,2,0.04,6,0.12,18,69,1.35,51,77,1,1,44.46,-15,33,0.65,8,0.16,3.81,13.14,0.48,0,0,"02/20/2023, 01:27:18"
8483565,29,Nick Blankenburg,Columbus Blue Jackets,Defenseman,Y,77,3,0.15,4,0.2,10,31,1.55,20,34,0,1,0.0,-5,32,1.6,7,0.35,6.68,18.34,1.08,0,0,"02/20/2023, 01:27:18"
8475220,30,Marcus Foligno,Minnesota Wild,Left Wing,Y,17,4,0.09,11,0.25,53,57,1.3,44,157,0,2,46.15,-6,23,0.52,15,0.34,4.64,15.14,1.18,0,0,"02/20/2023, 01:27:18"
8471274,30,Alex Goligoski,Minnesota Wild,Defenseman,Y,33,1,0.04,3,0.12,2,35,1.46,24,20,0,1,0.0,-6,30,1.25,4,0.17,4.75,17.07,0.38,0,0,"02/20/2023, 01:27:19"
8471817,30,Ryan Reaves,Minnesota Wild,Right Wing,Y,75,0,0.0,6,0.12,26,23,0.48,48,123,0,0,23.08,-6,17,0.35,6,0.12,1.77,9.04,0.0,0,0,"02/20/2023, 01:27:19"
8474716,30,Jared Spurgeon,Minnesota Wild,Defenseman,Y,46,9,0.16,16,0.29,10,111,1.98,56,54,1,3,0.0,18,129,2.3,25,0.45,8.77,21.4,1.13,0,0,"02/20/2023, 01:27:19"
8475692,30,Mats Zuccarello,Minnesota Wild,Right Wing,Y,36,20,0.37,36,0.67,22,142,2.63,54,33,8,25,37.21,-2,41,0.76,56,1.04,11.43,20.2,3.53,0,0,"02/20/2023, 01:27:19"
8475750,30,Jon Merrill,Minnesota Wild,Defenseman,Y,4,2,0.04,8,0.15,22,36,0.69,52,34,0,0,0.0,-9,66,1.27,10,0.19,3.78,14.53,0.04,0,0,"02/20/2023, 01:27:19"
8476463,30,Jonas Brodin,Minnesota Wild,Defenseman,Y,25,2,0.04,9,0.19,24,73,1.52,48,40,0,0,0.0,8,105,2.19,11,0.23,6.42,22.49,0.24,0,0,"02/20/2023, 01:27:20"
8476856,30,Matt Dumba,Minnesota Wild,Defenseman,Y,24,4,0.07,9,0.17,60,69,1.28,54,71,0,0,0.0,-6,80,1.48,13,0.24,5.29,21.28,0.05,0,0,"02/20/2023, 01:27:20"
8477451,30,Ryan Hartman,Minnesota Wild,Right Wing,Y,38,7,0.21,11,0.32,68,80,2.35,34,32,0,1,45.92,-2,23,0.68,18,0.53,7.79,15.0,1.04,0,0,"02/20/2023, 01:27:20"
8477919,30,Frederick Gaudreau,Minnesota Wild,Center,Y,89,11,0.2,12,0.21,8,102,1.82,56,30,1,1,48.8,7,31,0.55,23,0.41,6.2,15.58,1.15,0,0,"02/20/2023, 01:27:20"
8478136,30,Jake Middleton,Minnesota Wild,Defenseman,Y,5,2,0.04,6,0.11,61,53,0.96,55,83,0,0,0.0,2,102,1.85,8,0.15,4.74,18.34,0.06,0,0,"02/20/2023, 01:27:20"
8478413,30,Jordan Greenway,Minnesota Wild,Left Wing,Y,18,2,0.05,4,0.1,24,62,1.59,39,66,0,0,25.0,-6,24,0.62,6,0.15,4.12,13.25,0.35,0,0,"02/20/2023, 01:27:21"
8478493,30,Joel Eriksson Ek,Minnesota Wild,Center,Y,14,21,0.38,25,0.45,32,180,3.21,56,74,11,21,48.52,-6,40,0.71,46,0.82,11.22,19.15,3.38,0,0,"02/20/2023, 01:27:21"
8478864,30,Kirill Kaprizov,Minnesota Wild,Left Wing,Y,97,33,0.59,33,0.59,41,212,3.79,56,53,15,30,25.0,0,21,0.38,66,1.18,14.14,21.01,3.56,0,0,"02/20/2023, 01:27:21"
8479351,30,Sam Steel,Minnesota Wild,Center,Y,13,8,0.15,14,0.26,14,70,1.32,53,33,0,3,48.62,6,13,0.25,22,0.42,4.88,15.16,0.53,0,0,"02/20/2023, 01:27:21"
8479520,30,Brandon Duhaime,Minnesota Wild,Right Wing,Y,21,5,0.15,1,0.03,33,48,1.45,33,96,0,0,33.33,3,10,0.3,6,0.18,3.99,9.55,0.03,0,0,"02/20/2023, 01:27:21"
8479972,30,Mason Shaw,Minnesota Wild,Center,Y,15,4,0.1,7,0.18,60,66,1.69,39,61,0,0,52.38,-3,14,0.36,11,0.28,4.75,11.32,0.13,0,0,"02/20/2023, 01:27:22"
8480884,30,Calen Addison,Minnesota Wild,Defenseman,Y,2,3,0.06,24,0.46,20,66,1.27,52,14,0,18,0.0,-18,31,0.6,27,0.52,5.5,16.2,3.47,0,0,"02/20/2023, 01:27:22"
8480980,30,Connor Dewar,Minnesota Wild,Center,Y,26,5,0.09,8,0.15,35,57,1.04,55,87,0,0,46.63,-5,31,0.56,13,0.24,3.8,10.56,0.04,0,0,"02/20/2023, 01:27:22"
8481550,30,Adam Beckman,Minnesota Wild,Left Wing,Y,53,0,0.0,0,0.0,0,11,1.38,8,3,0,0,0.0,-2,1,0.12,0,0.0,2.23,10.33,0.38,0,0,"02/20/2023, 01:27:22"
8481557,30,Matt Boldy,Minnesota Wild,Left Wing,Y,12,16,0.29,23,0.41,37,178,3.18,56,51,7,21,55.79,-8,19,0.34,39,0.7,9.73,18.07,3.53,0,0,"02/20/2023, 01:27:22"
8481019,52,David Gustafsson,Winnipeg Jets,Center,I,19,0,0.0,5,0.13,6,36,0.95,38,17,0,0,46.15,0,17,0.45,5,0.13,2.66,10.11,0.03,0,0,"02/20/2023, 01:27:22"
8471218,52,Blake Wheeler,Winnipeg Jets,Right Wing,Y,26,15,0.33,27,0.59,28,84,1.83,46,32,7,12,50.0,5,19,0.41,42,0.91,9.03,17.27,2.4,0,0,"02/20/2023, 01:27:23"
8474040,52,Sam Gagner,Winnipeg Jets,Center,Y,89,8,0.18,6,0.14,8,74,1.68,44,15,1,3,30.43,-3,14,0.32,14,0.32,5.17,12.12,1.32,0,0,"02/20/2023, 01:27:23"
8475455,52,Brenden Dillon,Winnipeg Jets,Defenseman,Y,5,1,0.02,14,0.25,57,65,1.18,55,140,0,0,0.0,3,80,1.45,15,0.27,5.08,19.45,0.06,0,0,"02/20/2023, 01:27:23"
8476331,52,Dylan DeMelo,Winnipeg Jets,Defenseman,Y,2,2,0.04,14,0.29,24,53,1.1,48,86,0,0,0.0,8,64,1.33,16,0.33,5.17,19.18,0.04,0,0,"02/20/2023, 01:27:23"
8476392,52,Adam Lowry,Winnipeg Jets,Center,Y,17,7,0.13,18,0.33,32,82,1.49,55,126,0,2,50.26,1,32,0.58,25,0.45,5.74,15.22,1.21,0,0,"02/20/2023, 01:27:23"
8476460,52,Mark Scheifele,Winnipeg Jets,Center,Y,55,32,0.58,16,0.29,35,147,2.67,55,29,9,15,47.48,-2,25,0.45,48,0.87,10.97,20.29,3.3,0,0,"02/20/2023, 01:27:23"
8477220,52,Nate Schmidt,Winnipeg Jets,Defenseman,Y,88,5,0.11,6,0.13,8,64,1.39,46,28,3,4,0.0,10,56,1.22,11,0.24,5.26,19.18,1.34,0,0,"02/20/2023, 01:27:24"
8477357,52,Saku Maenalanen,Winnipeg Jets,Right Wing,Y,8,4,0.1,4,0.1,10,42,1.08,39,73,0,0,75.0,3,20,0.51,8,0.21,3.63,11.11,0.03,0,0,"02/20/2023, 01:27:24"
8477504,52,Josh Morrissey,Winnipeg Jets,Defenseman,Y,44,11,0.2,45,0.82,27,112,2.04,55,67,1,23,0.0,9,80,1.45,56,1.02,10.74,23.46,3.33,1,0,"02/20/2023, 01:27:24"
8477940,52,Nikolaj Ehlers,Winnipeg Jets,Left Wing,Y,27,4,0.21,16,0.84,4,64,3.37,19,18,1,6,0.0,1,4,0.21,20,1.05,11.31,16.32,3.12,0,0,"02/20/2023, 01:27:24"
8478398,52,Kyle Connor,Winnipeg Jets,Left Wing,Y,81,25,0.45,37,0.67,12,193,3.51,55,33,7,22,28.57,6,17,0.31,62,1.13,12.84,20.32,3.32,0,0,"02/20/2023, 01:27:24"
8478476,52,Kyle Capobianco,Winnipeg Jets,Defenseman,Y,77,1,0.11,0,0.0,4,6,0.67,9,9,0,0,0.0,1,4,0.44,1,0.11,2.51,12.08,0.39,0,0,"02/20/2023, 01:27:25"
8478831,52,Kevin Stenlund,Winnipeg Jets,Center,Y,28,3,0.11,2,0.07,10,34,1.26,27,12,0,0,54.72,0,12,0.44,5,0.19,3.75,12.18,0.42,0,0,"02/20/2023, 01:27:25"
8478891,52,Mason Appleton,Winnipeg Jets,Center,Y,22,1,0.06,5,0.29,6,26,1.53,17,30,0,0,0.0,0,3,0.18,6,0.35,4.49,16.13,0.01,0,0,"02/20/2023, 01:27:25"
8479378,52,Logan Stanley,Winnipeg Jets,Defenseman,Y,64,0,0.0,1,0.09,13,8,0.73,11,26,0,0,0.0,-2,14,1.27,1,0.09,3.2,13.44,0.0,0,0,"02/20/2023, 01:27:25"
8479400,52,Pierre-Luc Dubois,Winnipeg Jets,Left Wing,Y,80,23,0.42,31,0.56,58,159,2.89,55,53,8,19,48.83,9,34,0.62,54,0.98,11.51,18.32,3.3,0,0,"02/20/2023, 01:27:25"
8480049,52,Dylan Samberg,Winnipeg Jets,Defenseman,Y,54,2,0.05,6,0.14,12,34,0.81,42,62,0,0,0.0,8,72,1.71,8,0.19,4.56,15.19,0.04,0,0,"02/20/2023, 01:27:26"
8480145,52,Neal Pionk,Winnipeg Jets,Defenseman,Y,4,7,0.13,15,0.27,29,97,1.76,55,120,1,2,0.0,-5,88,1.6,22,0.4,7.18,21.47,1.44,0,0,"02/20/2023, 01:27:26"
8480289,52,Morgan Barron,Winnipeg Jets,Center,Y,36,5,0.12,8,0.19,16,72,1.67,43,68,0,1,38.89,1,32,0.74,13,0.3,5.44,14.19,0.05,0,0,"02/20/2023, 01:27:26"
8480901,52,Karson Kuhlman,Winnipeg Jets,Center,Y,20,3,0.08,4,0.11,8,43,1.13,38,34,0,0,0.0,-2,14,0.37,7,0.18,3.41,11.52,0.03,0,0,"02/20/2023, 01:27:26"
8482149,52,Cole Perfetti,Winnipeg Jets,Center,Y,91,7,0.14,22,0.44,16,88,1.76,50,35,1,5,27.27,10,22,0.44,29,0.58,6.6,14.55,1.38,0,0,"02/20/2023, 01:27:26"
8475178,53,Zack Kassian,Arizona Coyotes,Right Wing,Y,44,1,0.03,0,0.0,36,20,0.51,39,31,0,0,20.0,-13,8,0.21,1,0.03,1.29,9.11,0.0,0,0,"02/20/2023, 01:27:26"
8475747,53,Patrik Nemeth,Arizona Coyotes,Defenseman,Y,2,0,0.0,4,0.08,22,37,0.73,51,77,0,0,0.0,-3,71,1.39,4,0.08,3.3,16.21,0.01,0,0,"02/20/2023, 01:27:26"
8475760,53,Nick Bjugstad,Arizona Coyotes,Center,Y,17,13,0.23,10,0.18,24,105,1.88,56,116,1,1,47.61,6,27,0.48,23,0.41,6.3,16.57,0.32,0,0,"02/20/2023, 01:27:27"
8476329,53,Travis Boyd,Arizona Coyotes,Center,Y,72,7,0.12,13,0.23,12,61,1.09,56,29,1,5,43.91,-23,36,0.64,20,0.36,4.64,16.41,2.2,0,0,"02/20/2023, 01:27:27"
8476906,53,Shayne Gostisbehere,Arizona Coyotes,Defenseman,Y,14,9,0.19,20,0.42,28,99,2.06,48,34,3,10,0.0,-8,67,1.4,29,0.6,8.62,22.38,3.13,0,0,"02/20/2023, 01:27:27"
8477070,53,Liam O'Brien,Arizona Coyotes,Center,Y,38,1,0.03,5,0.16,44,18,0.58,31,110,0,0,37.5,0,15,0.48,6,0.19,2.55,11.45,0.02,0,0,"02/20/2023, 01:27:27"
8477384,53,Josh Brown,Arizona Coyotes,Defenseman,Y,3,4,0.08,3,0.06,53,46,0.88,52,110,0,0,0.0,-13,89,1.71,7,0.13,4.52,15.2,0.01,0,0,"02/20/2023, 01:27:27"
8477941,53,Nick Ritchie,Arizona Coyotes,Left Wing,Y,12,9,0.17,12,0.23,36,80,1.51,53,151,4,10,20.0,-14,25,0.47,21,0.4,5.47,13.46,2.35,0,0,"02/20/2023, 01:27:28"
8477951,53,Nick Schmaltz,Arizona Coyotes,Center,Y,8,14,0.35,21,0.53,10,82,2.05,40,6,4,8,40.51,-1,19,0.47,35,0.88,9.31,19.4,2.54,0,0,"02/20/2023, 01:27:28"
8478432,53,Christian Fischer,Arizona Coyotes,Right Wing,Y,36,10,0.18,10,0.18,18,92,1.64,56,98,0,1,6.06,-6,30,0.54,20,0.36,5.59,14.55,0.08,0,0,"02/20/2023, 01:27:28"
8478474,53,Lawson Crouse,Arizona Coyotes,Left Wing,Y,67,19,0.37,12,0.24,24,99,1.94,51,122,4,4,41.3,0,37,0.73,31,0.61,8.2,17.58,1.54,0,0,"02/20/2023, 01:27:28"
8479343,53,Clayton Keller,Arizona Coyotes,Right Wing,Y,9,23,0.41,29,0.52,35,134,2.39,56,11,5,14,34.04,-8,19,0.34,52,0.93,10.11,20.38,3.12,1,0,"02/20/2023, 01:27:29"
8479345,53,Jakob Chychrun,Arizona Coyotes,Defenseman,Y,6,7,0.19,21,0.58,22,114,3.17,36,43,4,7,0.0,8,56,1.56,28,0.78,11.3,23.16,2.59,0,0,"02/20/2023, 01:27:29"
8479442,53,Troy Stecher,Arizona Coyotes,Defenseman,Y,51,0,0.0,5,0.09,27,55,0.98,56,55,0,0,0.0,-1,75,1.34,5,0.09,3.66,16.47,0.03,0,0,"02/20/2023, 01:27:29"
8479976,53,Juuso Valimaki,Arizona Coyotes,Defenseman,Y,4,2,0.04,17,0.33,39,56,1.08,52,32,0,9,0.0,-8,47,0.9,19,0.37,4.78,16.01,1.16,1,0,"02/20/2023, 01:27:29"
8480849,53,Barrett Hayton,Arizona Coyotes,Center,Y,29,7,0.12,14,0.25,26,116,2.07,56,66,1,5,49.74,-8,26,0.46,21,0.38,5.97,16.42,1.59,0,0,"02/20/2023, 01:27:29"
8480855,53,Jack McBain,Arizona Coyotes,Center,Y,22,7,0.12,4,0.07,44,61,1.09,56,194,0,0,43.27,-8,37,0.66,11,0.2,3.86,13.13,0.02,0,0,"02/20/2023, 01:27:29"
8481599,53,Victor Soderstrom,Arizona Coyotes,Defenseman,Y,77,0,0.0,1,0.25,2,0,0.0,4,0,0,0,0.0,2,6,1.5,1,0.25,3.2,11.34,0.13,0,0,"02/20/2023, 01:27:30"
8481711,53,Matias Maccelli,Arizona Coyotes,Left Wing,Y,63,3,0.08,24,0.63,14,28,0.74,38,16,1,10,0.0,-2,11,0.29,27,0.71,5.32,15.05,1.58,0,0,"02/20/2023, 01:27:30"
8482655,53,J.J. Moser,Arizona Coyotes,Defenseman,Y,90,5,0.09,16,0.29,29,62,1.11,56,51,1,9,0.0,-18,86,1.54,21,0.38,5.88,20.22,2.25,0,0,"02/20/2023, 01:27:30"
8475913,54,Mark Stone,Vegas Golden Knights,Right Wing,I,61,17,0.4,21,0.49,10,113,2.63,43,31,3,9,0.0,11,23,0.53,38,0.88,10.48,19.22,2.43,0,0,"02/20/2023, 01:27:30"
8473548,54,Phil Kessel,Vegas Golden Knights,Right Wing,Y,8,11,0.2,14,0.25,20,107,1.91,56,8,1,6,36.36,-8,18,0.32,25,0.45,6.23,12.45,1.33,0,0,"02/20/2023, 01:27:31"
8474166,54,Alec Martinez,Vegas Golden Knights,Defenseman,Y,23,1,0.02,8,0.15,18,49,0.94,52,32,0,0,0.0,15,160,3.08,9,0.17,6.33,18.52,0.1,0,0,"02/20/2023, 01:27:31"
8474565,54,Alex Pietrangelo,Vegas Golden Knights,Defenseman,Y,7,7,0.15,27,0.57,10,116,2.47,47,46,1,11,0.0,1,126,2.68,34,0.72,11.31,24.12,2.44,0,0,"02/20/2023, 01:27:31"
8475188,54,Brayden McNabb,Vegas Golden Knights,Defenseman,Y,3,1,0.02,13,0.23,38,68,1.21,56,137,0,0,0.0,13,128,2.29,14,0.25,6.11,20.04,0.03,0,0,"02/20/2023, 01:27:31"
8475191,54,Reilly Smith,Vegas Golden Knights,Right Wing,Y,19,19,0.34,19,0.34,16,135,2.41,56,55,6,7,50.0,5,22,0.39,38,0.68,8.71,17.08,2.05,0,0,"02/20/2023, 01:27:31"
8476448,54,William Karlsson,Vegas Golden Knights,Center,Y,71,11,0.2,27,0.48,6,109,1.95,56,38,2,8,55.71,5,30,0.54,38,0.68,7.73,17.38,1.45,0,0,"02/20/2023, 01:27:32"
8476539,54,Jonathan Marchessault,Vegas Golden Knights,Right Wing,Y,81,17,0.34,19,0.38,9,167,3.34,50,50,7,13,38.78,-3,10,0.2,36,0.72,10.06,16.56,2.34,0,0,"02/20/2023, 01:27:32"
8476905,54,Chandler Stephenson,Vegas Golden Knights,Center,Y,20,12,0.21,36,0.64,20,84,1.5,56,60,5,12,59.95,10,37,0.66,48,0.86,8.09,19.38,2.37,0,0,"02/20/2023, 01:27:32"
8477018,54,Ben Hutton,Vegas Golden Knights,Defenseman,Y,17,2,0.09,1,0.05,6,43,1.95,22,11,0,1,0.0,-2,19,0.86,3,0.14,5.06,15.23,0.3,0,0,"02/20/2023, 01:27:32"
8477447,54,Shea Theodore,Vegas Golden Knights,Defenseman,Y,27,6,0.17,23,0.64,6,93,2.58,36,12,1,5,0.0,21,49,1.36,29,0.81,10.28,21.52,2.27,0,0,"02/20/2023, 01:27:32"
8477478,54,William Carrier,Vegas Golden Knights,Left Wing,Y,28,15,0.3,8,0.16,24,109,2.18,50,121,0,0,14.29,14,19,0.38,23,0.46,7.11,12.39,0.25,1,0,"02/20/2023, 01:27:32"
8478020,54,Michael Amadio,Vegas Golden Knights,Right Wing,Y,22,9,0.21,6,0.14,8,66,1.57,42,41,1,1,47.92,-3,12,0.29,15,0.36,5.22,11.55,0.27,0,0,"02/20/2023, 01:27:33"
8478403,54,Jack Eichel,Vegas Golden Knights,Center,Y,9,17,0.4,22,0.51,4,154,3.58,43,32,1,9,43.79,12,34,0.79,39,0.91,12.35,18.37,2.5,0,0,"02/20/2023, 01:27:33"
8478434,54,Keegan Kolesar,Vegas Golden Knights,Right Wing,Y,55,5,0.09,9,0.17,48,44,0.81,54,197,0,0,34.78,6,25,0.46,14,0.26,3.43,11.33,0.0,0,0,"02/20/2023, 01:27:33"
8478462,54,Nicolas Roy,Vegas Golden Knights,Center,Y,10,11,0.21,13,0.25,20,73,1.38,53,71,2,4,48.04,8,36,0.68,24,0.45,5.99,16.02,1.42,0,0,"02/20/2023, 01:27:33"
8479353,54,Brett Howden,Vegas Golden Knights,Center,Y,21,3,0.1,3,0.1,19,26,0.9,29,50,0,0,56.29,2,23,0.79,6,0.21,3.73,13.11,0.0,0,0,"02/20/2023, 01:27:33"
8479980,54,Nicolas Hague,Vegas Golden Knights,Defenseman,Y,14,2,0.04,10,0.18,20,71,1.29,55,74,0,0,0.0,-2,96,1.75,12,0.22,5.45,18.14,0.03,0,0,"02/20/2023, 01:27:34"
8480727,54,Zach Whitecloud,Vegas Golden Knights,Defenseman,Y,2,1,0.03,6,0.17,25,37,1.06,35,57,0,0,0.0,2,60,1.71,7,0.2,4.92,16.42,0.0,0,0,"02/20/2023, 01:27:34"
8481032,54,Paul Cotter,Vegas Golden Knights,Center,Y,43,11,0.29,4,0.11,10,54,1.42,38,124,0,0,45.83,-3,14,0.37,15,0.39,5.63,13.1,0.28,0,0,"02/20/2023, 01:27:34"
8482624,54,Daniil Miromanov,Vegas Golden Knights,Defenseman,Y,42,2,0.14,4,0.29,2,22,1.57,14,7,1,3,0.0,-6,13,0.93,6,0.43,6.2,17.02,1.16,0,0,"02/20/2023, 01:27:34"
8477444,55,Andre Burakovsky,Seattle Kraken,Left Wing,I,95,13,0.27,26,0.53,14,105,2.14,49,17,4,14,0.0,-9,15,0.31,39,0.8,8.56,16.33,2.35,0,0,"02/20/2023, 01:27:35"
8474586,55,Jordan Eberle,Seattle Kraken,Right Wing,Y,7,13,0.23,32,0.57,24,120,2.14,56,28,2,11,45.83,4,15,0.27,45,0.8,8.37,16.27,2.33,0,0,"02/20/2023, 01:27:35"
8474602,55,Justin Schultz,Seattle Kraken,Defenseman,Y,4,6,0.12,20,0.42,28,63,1.31,48,21,1,10,0.0,8,51,1.06,26,0.54,6.46,18.05,2.13,0,0,"02/20/2023, 01:27:35"
8475768,55,Jaden Schwartz,Seattle Kraken,Center,Y,17,12,0.26,14,0.3,16,104,2.21,47,38,5,6,45.83,-11,17,0.36,26,0.55,7.49,17.3,2.2,0,0,"02/20/2023, 01:27:35"
8476457,55,Adam Larsson,Seattle Kraken,Defenseman,Y,6,5,0.09,19,0.34,33,98,1.75,56,151,0,0,0.0,28,117,2.09,24,0.43,7.81,24.05,0.09,0,0,"02/20/2023, 01:27:36"
8476467,55,Jamie Oleksiak,Seattle Kraken,Defenseman,Y,24,6,0.12,8,0.16,51,43,0.88,49,94,0,0,0.0,8,80,1.63,14,0.29,5.26,19.07,0.01,0,0,"02/20/2023, 01:27:36"
8476826,55,Yanni Gourde,Seattle Kraken,Center,Y,37,8,0.15,27,0.49,48,95,1.73,55,82,1,1,49.52,20,33,0.6,35,0.64,7.1,17.0,0.14,0,0,"02/20/2023, 01:27:36"
8477034,55,Jaycob Megna,Seattle Kraken,Defenseman,Y,44,1,0.02,11,0.22,21,49,1.0,49,77,0,0,0.0,4,63,1.29,12,0.24,4.45,19.02,0.03,0,0,"02/20/2023, 01:27:36"
8477369,55,Carson Soucy,Seattle Kraken,Defenseman,Y,28,2,0.04,8,0.14,41,63,1.12,56,102,0,0,0.0,14,65,1.16,10,0.18,4.23,16.2,0.11,0,0,"02/20/2023, 01:27:37"
